Brandenburg/Berlin,Brandenburg,Baden-Wuerttemberg,Bayern,Hessen,Mecklenburg-Vorpommern,Niedersachsen,Niedersachsen/Hamburg/Bremen,Nordrhein-Westfalen,Rheinland-Pfalz,Schleswig-Holstein,Saarland,Sachsen,Sachsen-Anhalt,Thueringen/Sachsen-Anhalt,Thueringen,Deutschland
10.165,10.150000000000002,9.350000000000001,8.855000000000004,9.555,9.690000000000005,10.044999999999998,10.044999999999998,10.21,9.885000000000002,9.660000000000004,10.090000000000003,9.46,10.174999999999997,9.685000000000002,9.075000000000001,9.665000000000001
