Baden-Württemberg,Bayern,Berlin,Brandenburg,Bremen,Hamburg,Hessen,Mecklenburg-Vorpommern,Niedersachsen,Nordrhein-Westfalen,Rheinland-Pfalz,Saarland,Sachsen,Sachsen-Anhalt,Schleswig-Holstein,Thüringen,
9.35,8.855,10.165,10.15,10.045,10.045,9.555,9.69,10.045,10.21,9.885,10.09,9.46,10.175,9.66,9.075,
